team_id,year,league_id,sub_league_id,division_id,level_id,split_id,pa,ab,h,k,tb,s,d,t,hr,sb,cs,rbi,r,bb,ibb,hp,sh,sf,ci,gdp,g,gs,ebh,pitches_seen,avg,obp,slg,rc,rc27,iso,woba,ops,sbp,ws
24,2025,100,0,0,1,0,3762,3453,887,729,0,0,208,24,79,89,35,413,432,261,10,28,0,18,2,76,100,900,311,0,0.2569,0.3128,0.3997,427.1840,4.2798,0.1428,0.0000,0.7124,71.7742,0.0000
24,2026,100,0,0,1,0,3838,3456,874,752,0,0,169,17,133,116,27,461,474,309,16,31,20,21,1,71,100,900,319,0,0.2529,0.3181,0.4271,477.5445,4.7386,0.1742,0.0000,0.7451,81.1189,0.0000
24,2027,100,0,0,1,0,3965,3541,993,817,0,0,176,20,139,76,17,532,549,360,11,25,7,31,1,88,100,900,335,0,0.2804,0.3482,0.4592,572.4389,5.7435,0.1788,0.0000,0.8074,81.7204,0.0000
24,2028,100,0,0,1,0,3843,3455,923,793,0,0,172,14,136,98,23,459,484,339,11,21,8,20,0,82,100,900,322,0,0.2671,0.3346,0.4431,517.1981,5.2399,0.1760,0.0000,0.7777,80.9917,0.0000
25,2025,100,0,1,1,0,3563,3326,705,876,0,0,139,14,94,0,0,274,282,195,3,33,0,9,0,79,100,900,247,0,0.2120,0.2619,0.3470,291.7406,2.9077,0.1350,0.0000,0.6088,0.0000,0.0000
25,2026,100,0,1,1,0,3556,3320,746,926,0,0,134,5,81,39,14,267,280,192,2,24,3,16,1,82,100,900,220,0,0.2247,0.2708,0.3413,296.9004,2.9811,0.1166,0.0000,0.6121,73.5849,0.0000
25,2027,100,0,1,1,0,3715,3423,783,943,0,0,112,12,88,88,29,343,354,237,9,33,0,22,0,70,100,900,212,0,0.2287,0.2834,0.3456,335.9056,3.2848,0.1169,0.0000,0.6290,75.2137,0.0000
25,2028,100,0,1,1,0,3711,3428,777,841,0,0,149,13,87,99,21,339,349,223,9,41,0,19,0,83,100,900,249,0,0.2267,0.2805,0.3539,338.5067,3.2948,0.1272,0.0000,0.6344,82.5000,0.0000
28,2029,101,0,0,6,0,3981,3535,979,554,0,0,130,12,87,27,9,468,480,357,3,47,6,36,0,105,100,900,229,0,0.2769,0.3479,0.3943,489.0288,4.8686,0.1174,0.0000,0.7423,75.0000,0.0000
29,2029,101,0,1,6,0,3850,3436,921,560,0,0,97,9,99,54,23,420,447,341,7,34,22,17,0,115,100,900,205,0,0.2680,0.3386,0.3880,444.2629,4.4558,0.1199,0.0000,0.7265,70.1299,0.0000
