team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
11,2021,100,0,1,1,0,3417,906,3712,0,784,847,464,242,371,351,980,776,14222,1,100,100,62,38,23,549,138,3,14,21,76,3,0,1,20,36,86,75,66,36,13,133,14,8,35,21,3,10.5458,0.2294,0.2863,0.3488,0.6352,7.7852,8.4108,0.7547,2.4031,0.1400,3.4966,0.6600,0.6200,4.6400,0.6389,0.3611,0.6466,3.4855,142.2200,0.0000,1.1320,0.5581,3.5000,0.2823
11,2022,100,0,1,1,0,3421,904,3738,0,806,824,363,247,355,332,1029,751,14386,2,100,100,59,41,31,566,162,12,24,15,63,2,1,0,26,33,86,78,73,45,14,113,14,9,40,11,4,10.8040,0.2356,0.2915,0.3470,0.6385,8.0184,8.1975,0.6268,2.4573,0.1400,3.3229,0.7300,0.5900,3.6300,0.6889,0.3111,0.7611,3.3029,143.8600,0.0000,1.1640,0.5781,3.3360,0.2905
11,2023,100,0,1,1,1,3464,872,3909,1547,982,580,280,362,556,522,962,940,14818,1,100,100,28,72,14,676,166,9,38,21,119,4,0,0,37,36,84,75,47,24,10,177,16,3,76,27,15,14.2377,0.2835,0.3538,0.4466,0.8004,10.1314,5.9840,1.2277,3.7348,0.1600,0.0000,0.4700,0.2800,2.8000,0.5833,0.4167,0.4746,5.3856,148.1800,0.0000,1.5407,0.5058,1.6022,0.3079
11,2024,100,0,1,1,1,3524,876,4009,1609,1047,687,290,392,599,562,908,898,15198,1,100,100,24,76,12,746,164,25,35,13,124,3,1,0,49,32,87,96,43,21,9,192,13,1,78,12,18,15.1073,0.2971,0.3693,0.4566,0.8259,10.7528,7.0555,1.2735,4.0259,0.1300,5.1954,0.4300,0.2400,2.9000,0.5714,0.4286,0.4531,5.7718,151.9800,0.0000,1.6421,0.5028,1.7526,0.3359
11,2025,100,0,1,1,1,3617,878,4112,1845,1118,627,268,423,705,669,899,964,15679,0,100,100,27,73,14,725,216,1,35,20,157,6,0,0,33,36,96,89,37,24,10,250,4,1,56,17,17,16.1651,0.3091,0.3836,0.5101,0.8937,11.4601,6.4271,1.6093,4.3360,0.0400,5.8647,0.3700,0.2700,2.6800,0.5833,0.4167,0.3840,6.8576,156.7900,0.0000,1.7551,0.4826,1.4823,0.3351
11,2026,100,0,1,1,1,3524,887,3925,1677,984,652,254,342,542,508,927,955,14833,0,100,100,31,69,18,614,199,5,28,19,152,4,1,0,37,25,99,80,39,28,9,259,1,2,55,16,22,13.7080,0.2792,0.3447,0.4759,0.8206,9.9842,6.6156,1.5423,3.4701,0.0100,5.3042,0.3900,0.3100,2.5400,0.6667,0.3214,0.3822,5.1545,148.3300,0.0000,1.4949,0.4926,1.9064,0.3028
11,2027,100,0,1,1,1,3523,893,3943,1570,947,748,351,354,540,501,933,874,14989,1,100,100,38,62,17,623,163,2,24,23,138,1,2,0,39,38,95,87,47,29,11,261,5,9,71,13,44,13.4899,0.2688,0.3399,0.4456,0.7856,9.5407,7.5358,1.3903,3.5664,0.0500,5.2428,0.4700,0.3800,3.5100,0.6071,0.3793,0.3640,5.0474,149.8900,0.0000,1.4563,0.5163,2.1130,0.3040
12,2020,1000,0,0,12,0,2098,540,2332,0,564,501,181,188,298,277,589,435,8803,0,60,60,26,34,12,375,112,0,17,10,67,4,0,13,28,29,56,55,28,20,7,96,4,4,43,26,11,13.0167,0.2688,0.3349,0.4276,0.7625,9.4000,8.3500,1.1167,3.1333,0.0667,4.0373,0.4667,0.4333,3.0167,0.6316,0.3500,0.5833,4.6167,146.7167,0.0000,1.3926,0.5752,2.6649,0.3213
13,2020,1000,0,0,12,0,2226,597,2483,0,512,638,241,224,242,230,615,453,9602,2,66,66,43,23,28,355,89,0,8,6,62,3,0,5,15,25,65,39,41,40,10,129,1,7,34,32,22,11.4596,0.2300,0.3065,0.3589,0.6654,7.7100,9.6074,0.9336,3.3731,0.0152,3.5850,0.6212,0.6515,3.6515,0.7368,0.2500,0.5039,3.4635,145.4848,0.0000,1.2315,0.5758,2.8482,0.2934
14,2020,1000,0,0,12,0,2274,594,2505,0,584,530,229,184,298,270,639,502,9407,1,66,66,33,33,21,382,95,0,15,10,97,3,0,5,23,32,62,58,33,30,9,123,4,1,35,28,15,12.1144,0.2568,0.3194,0.4354,0.7547,8.8435,8.0258,1.4689,2.7863,0.0606,4.5498,0.5000,0.5000,3.4697,0.7000,0.3000,0.5041,4.0886,142.5303,0.0000,1.2922,0.5600,2.8804,0.2930
15,2020,1000,0,0,12,0,2150,544,2379,0,578,528,177,192,300,280,602,422,8908,1,60,60,24,36,15,382,97,0,11,10,89,5,0,11,24,26,59,55,28,21,5,110,1,1,21,16,3,13.1611,0.2688,0.3346,0.4474,0.7820,9.5566,8.7299,1.4715,3.1745,0.0167,4.4730,0.4667,0.4000,2.9500,0.7500,0.2381,0.5364,4.6295,148.4667,0.0000,1.4146,0.5879,2.7500,0.3167
16,2021,101,0,0,6,0,3457,916,3814,0,851,609,440,266,353,312,1114,884,14041,0,100,100,66,34,32,653,106,26,20,17,75,0,0,4,21,45,96,105,73,43,9,155,4,5,55,13,10,11.4170,0.2462,0.3068,0.3518,0.6585,8.3614,5.9836,0.7369,2.6135,0.0400,3.6304,0.7300,0.6600,4.4000,0.7805,0.2093,0.6194,3.0655,140.4100,0.0000,1.2194,0.5576,2.2895,0.2778
16,2022,101,0,0,6,0,3397,909,3808,0,807,763,445,326,330,299,1091,747,14608,1,100,100,70,30,27,662,88,26,26,10,47,1,2,1,37,31,91,79,69,39,9,152,9,12,73,24,16,11.5205,0.2376,0.3079,0.3109,0.6188,7.9872,7.5517,0.4652,3.2265,0.0900,0.0000,0.6900,0.7000,4.4500,0.7500,0.2308,0.5987,2.9593,144.6337,0.0000,1.2460,0.5936,2.3405,0.2909
16,2023,101,0,0,6,1,3554,900,4006,1415,986,583,337,354,486,439,963,1023,14913,2,100,100,45,55,25,767,106,16,35,16,97,13,0,9,57,47,98,82,53,43,18,217,2,6,65,29,12,13.8597,0.2774,0.3476,0.3981,0.7458,9.8527,5.8257,0.9693,3.5374,0.0200,0.0000,0.5300,0.4500,3.3700,0.5814,0.4186,0.4516,4.3868,146.2059,0.0000,1.4878,0.4849,1.6469,0.3056
16,2024,101,0,0,6,1,3707,896,4202,1596,1149,573,316,413,606,555,991,977,15598,0,100,100,42,58,22,902,141,12,33,12,94,0,1,17,29,36,99,92,42,41,19,226,1,4,62,18,30,16.0513,0.3100,0.3815,0.4305,0.8120,11.5413,5.7556,0.9442,4.1484,0.0100,0.0000,0.4200,0.4200,3.1600,0.5366,0.4634,0.4381,5.5748,154.4356,0.0000,1.7433,0.5036,1.3874,0.3433
16,2025,101,0,0,6,1,3564,904,3981,1390,961,645,362,353,468,421,928,997,14617,2,101,101,52,49,27,764,75,1,25,12,110,10,0,5,38,38,99,91,49,42,12,189,2,11,55,17,21,13.4503,0.2696,0.3397,0.3900,0.7297,9.5604,6.4167,1.0943,3.5118,0.0198,0.0000,0.4851,0.5149,3.5842,0.6923,0.2857,0.5238,4.1883,140.5481,0.0000,1.4525,0.4821,1.8272,0.3003
16,2026,101,0,0,6,1,3578,909,4031,1417,1021,638,347,373,489,456,979,925,15010,0,101,101,53,48,33,819,99,6,29,12,91,6,0,7,46,45,100,138,48,45,11,194,1,5,54,19,28,14.2475,0.2854,0.3575,0.3960,0.7535,10.1089,6.3168,0.9010,3.6931,0.0099,0.0000,0.4752,0.5248,3.4356,0.7500,0.2444,0.5155,4.5149,145.7282,0.0000,1.5336,0.5142,1.7105,0.3231
16,2027,101,0,0,6,1,3545,902,3923,1406,980,611,469,321,442,409,912,1018,14359,0,100,100,63,37,40,772,96,0,26,6,106,2,0,6,34,31,99,113,51,61,12,194,1,8,60,18,24,13.2905,0.2764,0.3395,0.3966,0.7362,9.7783,6.0965,1.0576,3.2029,0.0100,0.0000,0.5100,0.6300,4.6900,0.7692,0.1967,0.5103,4.0809,140.7745,0.0000,1.4424,0.4725,1.9034,0.3062
17,2021,101,0,0,6,0,3728,908,4279,0,1175,482,251,445,605,544,1060,1000,15689,0,100,100,24,76,13,939,122,20,34,13,101,2,2,5,26,50,97,121,31,28,14,195,3,2,93,19,15,16.5529,0.3152,0.3923,0.4362,0.8285,11.6465,4.7775,1.0011,4.4108,0.0300,4.8935,0.3100,0.2400,2.5100,0.4815,0.5000,0.4974,5.3921,156.8900,0.0000,1.7841,0.5146,1.0831,0.3378
17,2022,101,0,0,6,0,3621,887,4160,0,1107,483,289,433,649,594,1187,850,15472,1,100,100,29,71,19,869,135,14,43,14,89,1,0,13,50,49,98,75,30,26,6,184,2,3,192,42,9,16.1168,0.3057,0.3833,0.4245,0.8077,11.2280,4.8989,0.9027,4.3918,0.0200,0.0000,0.3000,0.2900,2.8900,0.7600,0.2308,0.5326,6.0248,151.6863,0.0000,1.7355,0.5827,1.1155,0.3292
17,2023,101,0,0,6,1,3502,893,3902,1387,945,686,354,323,460,431,895,961,14616,2,100,100,50,50,24,740,82,10,25,9,114,4,0,1,37,42,99,89,53,37,11,217,1,6,62,28,28,13.1928,0.2698,0.3366,0.3961,0.7326,9.5170,6.9086,1.1481,3.2529,0.0100,0.0000,0.5300,0.5000,3.5400,0.6857,0.2973,0.4562,4.3405,146.1600,0.0000,1.4189,0.4822,2.1238,0.3047
17,2024,101,0,1,6,1,3577,881,4061,1524,1060,572,353,423,559,529,891,1035,15019,2,100,100,45,55,17,827,106,8,20,23,104,0,0,7,36,33,98,89,29,33,15,242,2,5,39,26,22,15.4752,0.2963,0.3740,0.4261,0.8001,10.8204,5.8389,1.0616,4.3180,0.0200,0.0000,0.2900,0.4500,3.5300,0.5312,0.4545,0.4050,5.4000,144.4135,0.0000,1.6820,0.4626,1.3522,0.3273
17,2025,101,0,1,6,1,3471,880,3917,1414,987,605,306,379,495,464,886,982,14504,1,100,100,45,55,27,768,109,2,29,12,98,0,0,6,36,36,99,109,39,35,8,207,1,4,38,21,11,14.3332,0.2844,0.3581,0.4074,0.7655,10.0905,6.1852,1.0019,3.8747,0.0100,0.0000,0.3900,0.4500,3.0600,0.7714,0.2286,0.4783,4.7437,142.1961,0.0000,1.5517,0.4743,1.5963,0.3178
17,2026,101,0,1,6,1,3520,882,3928,1441,1018,621,284,345,490,461,939,935,14572,2,100,100,38,62,21,795,117,0,37,12,94,1,1,7,32,25,96,101,43,38,15,205,4,3,81,20,25,14.1526,0.2892,0.3535,0.4094,0.7628,10.3799,6.3319,0.9585,3.5177,0.0400,0.0000,0.4300,0.3800,2.8400,0.5833,0.3947,0.4683,4.7005,142.8627,0.0000,1.5442,0.5011,1.8000,0.3251
17,2027,101,0,1,6,1,3607,891,4165,1520,1046,599,301,475,601,544,918,1019,15702,1,100,100,34,66,24,812,109,0,29,10,115,2,1,9,45,53,100,72,31,44,19,243,0,3,75,32,30,15.8930,0.2900,0.3780,0.4214,0.7994,10.5617,6.0482,1.1612,4.7962,0.0000,0.0000,0.3100,0.3400,3.0100,0.5581,0.4318,0.4115,5.4929,155.4653,0.0000,1.7064,0.4739,1.2611,0.3186
18,2021,101,0,1,6,0,3470,914,3845,0,883,656,460,299,369,339,1034,889,14426,2,100,100,71,29,32,715,86,23,15,10,72,1,0,6,29,38,91,101,60,43,9,146,9,9,73,34,7,12.0044,0.2545,0.3192,0.3473,0.6665,8.6884,6.4548,0.7085,2.9421,0.0900,3.5648,0.6000,0.7100,4.6000,0.7805,0.2093,0.6233,3.3356,144.2600,0.0000,1.2923,0.5377,2.1940,0.2942
18,2022,101,0,1,6,0,3407,912,3777,0,812,738,412,287,357,311,1099,760,14229,0,100,100,70,30,35,658,72,29,24,15,67,2,0,9,33,30,96,60,49,56,15,178,4,11,122,57,19,11.1414,0.2383,0.3012,0.3273,0.6285,8.0132,7.2829,0.6612,2.8322,0.0400,0.0000,0.4900,0.7000,4.1200,0.7000,0.2679,0.5393,3.0691,140.8812,0.0000,1.2050,0.5912,2.5714,0.2837
18,2023,101,0,1,6,1,3415,894,3792,1272,894,640,327,303,414,383,927,951,14179,2,100,100,58,42,26,715,71,13,24,17,91,2,0,5,40,37,100,92,50,39,11,194,0,5,87,51,20,12.4136,0.2618,0.3265,0.3725,0.6990,8.9933,6.4382,0.9154,3.0481,0.0000,0.0000,0.5000,0.5800,3.2700,0.7027,0.2821,0.5155,3.8528,139.0098,0.0000,1.3379,0.4936,2.1122,0.2965
18,2024,101,0,1,6,1,3486,899,3873,1343,927,595,354,326,425,405,940,1017,14170,0,100,100,61,39,37,733,78,5,29,10,106,0,0,2,33,27,100,90,30,51,11,251,0,4,87,27,32,12.8142,0.2659,0.3309,0.3853,0.7162,9.2803,5.9566,1.0612,3.2636,0.0000,0.0000,0.3000,0.6100,3.5400,0.7708,0.2157,0.3984,4.0545,137.5728,0.0000,1.3938,0.4803,1.8252,0.2918
18,2025,101,0,1,6,1,3551,896,3965,1387,994,569,362,359,483,443,1014,941,14567,2,100,100,53,47,33,779,123,0,21,6,86,1,0,2,35,34,97,110,47,52,16,181,3,7,57,16,15,13.9216,0.2799,0.3498,0.3906,0.7404,9.9770,5.7112,0.8632,3.6033,0.0300,0.0000,0.4700,0.5300,3.6200,0.6735,0.3077,0.5359,4.4465,142.8137,0.0000,1.5089,0.5187,1.5850,0.3113
18,2026,101,0,1,6,1,3583,918,4004,1383,992,609,399,351,452,424,1020,963,14875,2,101,101,54,47,24,806,79,5,35,9,98,1,0,2,29,30,100,112,46,35,11,223,1,3,104,24,30,13.4510,0.2769,0.3433,0.3860,0.7293,9.7184,5.9663,0.9601,3.4387,0.0099,0.0000,0.4554,0.5347,3.9505,0.6857,0.3143,0.4484,4.1538,144.4175,0.0000,1.4619,0.5144,1.7350,0.3071
18,2027,101,0,1,6,1,3460,886,3891,1402,944,602,312,368,508,473,904,998,14709,0,100,100,52,48,32,732,85,5,28,8,119,3,0,4,28,30,98,92,30,49,15,238,2,1,97,30,27,13.6321,0.2728,0.3453,0.4052,0.7505,9.5892,6.1151,1.2088,3.7381,0.0200,0.0000,0.3000,0.5200,3.1200,0.6809,0.3061,0.4118,4.8047,144.2059,0.0000,1.4808,0.4753,1.6359,0.2982
19,2021,101,0,1,6,0,3634,904,4155,0,1098,542,309,436,553,515,1049,927,15527,2,100,100,39,61,23,847,135,8,35,7,109,0,0,7,25,42,96,143,45,36,12,185,4,2,84,26,18,15.6787,0.3021,0.3800,0.4331,0.8132,10.9234,5.3920,1.0844,4.3375,0.0400,4.8202,0.4500,0.3900,3.0900,0.6571,0.3333,0.5189,5.1234,155.2700,0.0000,1.6957,0.5309,1.2431,0.3277
19,2022,101,0,1,6,0,3606,885,4100,0,1114,476,325,402,620,560,1130,883,15141,2,100,100,31,69,12,908,109,13,40,17,80,7,0,26,50,39,98,80,35,15,3,174,2,1,251,56,10,15.8017,0.3089,0.3805,0.4151,0.7956,11.3203,4.8370,0.8129,4.0851,0.0200,0.0000,0.3500,0.3100,3.2500,0.8000,0.2000,0.5632,5.6906,149.9109,0.0000,1.7117,0.5614,1.1841,0.3346
19,2023,101,0,1,6,1,3432,890,3805,1333,876,706,244,305,457,427,864,975,14131,2,100,100,47,53,31,666,81,0,26,11,118,3,0,1,45,42,99,82,41,49,17,247,1,6,90,18,27,12.3582,0.2552,0.3214,0.3884,0.7098,8.8518,7.1340,1.1924,3.0820,0.0100,0.0000,0.4100,0.4700,2.4400,0.6458,0.3469,0.4008,4.3147,137.1942,0.0000,1.3260,0.4698,2.3148,0.2878
19,2024,101,0,0,6,1,3472,900,3806,1262,877,634,276,291,400,368,929,1009,14212,2,100,100,52,48,27,691,79,0,23,15,92,0,0,2,25,20,100,78,26,50,19,242,0,7,77,24,30,11.8712,0.2526,0.3121,0.3635,0.6756,8.7635,6.3353,0.9193,2.9078,0.0000,0.0000,0.2600,0.5200,2.7600,0.5870,0.3800,0.4132,3.6773,137.9806,0.0000,1.2968,0.4794,2.1787,0.2835
19,2025,101,0,0,6,1,3494,897,3912,1319,911,685,283,345,441,401,877,979,14735,1,101,101,51,50,32,713,86,0,27,14,98,0,0,0,40,46,101,106,29,52,17,248,0,8,52,22,23,13.0587,0.2607,0.3328,0.3775,0.7103,9.1371,6.8704,0.9829,3.4603,0.0000,0.0000,0.2871,0.5050,2.8020,0.6531,0.3269,0.4073,4.0219,141.6827,0.0000,1.3997,0.4725,1.9855,0.2969
19,2026,101,0,0,6,1,3551,891,3915,1391,1027,616,317,306,473,428,980,902,14470,1,100,100,56,44,30,825,115,2,27,12,75,1,0,0,20,29,100,112,32,48,17,259,0,6,100,33,38,13.7524,0.2892,0.3481,0.3917,0.7398,10.3699,6.2199,0.7573,3.0898,0.0000,0.0000,0.3200,0.5600,3.1700,0.6383,0.3542,0.3861,4.3216,137.8095,0.0000,1.4955,0.5207,2.0131,0.3298
19,2027,101,0,0,6,1,3616,898,3982,1533,1050,624,379,308,511,460,973,937,14606,1,100,100,51,49,31,806,122,0,19,5,117,7,0,1,24,39,100,110,37,55,21,252,0,5,88,20,35,13.9959,0.2904,0.3508,0.4239,0.7748,10.5195,6.2516,1.1722,3.0857,0.0000,0.0000,0.3700,0.5100,3.7900,0.5962,0.3818,0.3968,4.6085,143.1961,0.0000,1.5117,0.5094,2.0260,0.3224
24,2025,100,0,0,1,1,3378,902,3720,1192,756,984,338,285,339,310,756,875,14222,2,100,100,58,42,19,482,187,2,22,12,75,5,2,54,32,31,91,65,78,26,7,167,9,9,37,7,11,10.6883,0.2238,0.2885,0.3529,0.6414,7.5377,9.8109,0.7478,2.8416,0.0900,3.1707,0.7800,0.5800,3.3800,0.7308,0.2692,0.5449,3.0908,142.2200,0.0000,1.1532,0.4635,3.4526,0.2909
24,2026,100,0,0,1,1,3392,918,3665,1201,698,1091,393,230,305,294,827,755,14120,0,100,100,67,33,32,422,159,4,7,7,110,1,1,46,27,31,88,56,80,41,9,161,12,13,31,10,17,9.4020,0.2058,0.2620,0.3541,0.6161,6.8431,10.6961,1.0784,2.2549,0.1200,3.1888,0.8000,0.6700,3.9300,0.7805,0.2195,0.5466,2.8824,141.2000,0.0000,1.0109,0.5228,4.7435,0.2675
24,2027,100,0,0,1,1,3420,899,3732,1321,796,1007,406,250,398,374,790,798,14413,0,100,100,61,39,28,518,149,1,12,11,118,3,0,7,25,49,99,62,62,40,12,231,1,7,62,20,34,10.9622,0.2327,0.2935,0.3863,0.6797,7.9689,10.0812,1.1813,2.5028,0.0100,4.0333,0.6200,0.6100,4.0600,0.7000,0.3000,0.4286,3.7442,144.1300,0.0000,1.1635,0.4975,4.0280,0.2939
25,2025,100,0,1,1,1,3494,872,3896,1685,1017,709,197,341,595,565,910,844,14738,1,100,100,23,77,14,663,188,3,30,18,148,4,1,3,46,27,100,104,30,23,9,209,0,2,72,23,10,14.2893,0.2911,0.3559,0.4823,0.8381,10.4925,7.3149,1.5269,3.5182,0.0000,5.2353,0.3000,0.2300,1.9700,0.6087,0.3913,0.4785,5.8292,147.3800,0.0000,1.5567,0.5188,2.0792,0.3258
25,2026,100,0,1,1,1,3567,862,4049,1815,1106,688,177,400,687,635,864,892,15557,2,100,100,17,83,10,709,230,4,36,22,145,1,1,1,28,41,100,90,28,14,4,283,0,3,73,15,19,16.1395,0.3101,0.3825,0.5088,0.8914,11.5386,7.1777,1.5128,4.1731,0.0000,5.4255,0.2800,0.1700,1.7700,0.7143,0.2857,0.3534,6.6248,155.5700,0.0000,1.7457,0.4920,1.7200,0.3469
25,2027,100,0,1,1,1,3661,887,4157,1901,1135,665,242,417,699,658,942,914,15799,1,100,100,23,77,19,731,214,4,43,18,172,1,0,4,42,32,99,94,27,35,16,294,1,0,68,13,25,16.0661,0.3100,0.3814,0.5193,0.9007,11.5120,6.7449,1.7446,4.2295,0.0100,6.1183,0.2700,0.2300,2.4200,0.5429,0.4571,0.3367,6.6739,157.9900,0.0000,1.7491,0.5075,1.5947,0.3359
