player_id,team_id,league_id,position,role,is_major,no_trade,last_year_team_option,last_year_player_option,last_year_vesting_option,next_last_year_team_option,next_last_year_player_option,next_last_year_vesting_option,contract_team_id,contract_league_id,season_year,salary0,salary1,salary2,salary3,salary4,salary5,salary6,salary7,salary8,salary9,years,current_year,minimum_pa,minimum_pa_bonus,minimum_ip,minimum_ip_bonus,mvp_bonus,cyyoung_bonus,allstar_bonus,next_last_year_option_buyout,last_year_option_buyout
1,17,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,101,1,12,1,0,0,0,0,0,0,0,17,100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,100,9,0,1,0,0,0,0,0,0,0,11,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,100,1,11,1,0,0,0,0,0,0,0,10,100,2028,620000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,24,100,2,0,1,0,0,0,0,0,0,0,1,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,10,100,8,0,1,0,0,0,0,0,0,0,10,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,9,100,1,11,1,0,0,0,0,0,0,0,9,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1,100,1,11,1,0,0,0,0,0,0,0,1,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1,100,1,11,1,0,0,0,0,0,0,0,10,100,2028,580000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,100,2,0,1,0,0,0,0,0,0,0,2,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,25,100,1,11,1,0,0,0,0,0,0,0,3,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,19,101,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,100,3,0,1,0,0,0,0,0,0,0,2,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,100,1,11,1,0,0,0,0,0,0,0,2,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,2,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,100,5,0,1,0,0,0,0,0,0,0,1,100,2028,1520000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,9,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,18,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,17,101,1,12,1,0,0,0,0,0,0,0,17,100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,17,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,17,101,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,24,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,9,100,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,10,100,6,0,1,0,0,0,0,0,0,0,10,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,100,1,12,1,0,0,0,0,0,0,0,3,100,2028,2956100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,11,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,24,100,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,11,100,2,0,1,0,0,0,0,0,0,0,11,100,2028,970000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,3,100,1,11,1,0,0,0,0,0,0,0,1,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,24,100,1,12,1,0,0,0,0,0,0,0,2,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,11,100,1,11,1,0,0,0,0,0,0,0,11,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,2,100,1,11,1,0,0,0,0,0,0,0,11,100,2028,3934600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,1,100,6,0,1,0,0,0,0,0,0,0,3,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2,100,9,0,1,0,0,0,0,0,0,0,2,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,3,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,16,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,16,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,9,100,5,0,1,0,0,0,0,0,0,0,9,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,16,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,10,100,3,0,1,0,0,0,0,0,0,0,10,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,9,100,4,0,1,0,0,0,0,0,0,0,9,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,1,100,6,0,1,0,0,0,0,0,0,0,1,100,2028,1100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,24,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,9,100,1,11,1,0,0,0,0,0,0,0,10,100,2028,543025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,9,100,1,12,1,0,0,0,0,0,0,0,10,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,17,101,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2,100,7,0,1,0,0,0,0,0,0,0,2,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,25,100,1,12,1,0,0,0,0,0,0,0,10,100,2028,1020000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,18,101,3,0,1,0,0,0,0,0,0,0,18,100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,25,100,5,0,1,0,0,0,0,0,0,0,11,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,18,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9,100,1,11,1,0,0,0,0,0,0,0,9,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,1,100,4,0,1,0,0,0,0,0,0,0,1,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,1,100,2,0,1,0,0,0,0,0,0,0,1,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,24,100,3,0,1,0,0,0,0,0,0,0,1,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,10,100,2,0,1,0,0,0,0,0,0,0,10,100,2028,1520000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159,2,100,8,0,1,0,0,0,0,0,0,0,2,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,18,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,9,100,1,12,1,0,0,0,0,0,0,0,11,100,2028,9226350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,10,100,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,10,100,9,0,1,0,0,0,0,0,0,0,10,100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,24,100,1,13,1,0,0,0,0,0,0,0,10,100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,24,100,1,11,1,0,0,0,0,0,0,0,11,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204,3,100,2,0,1,0,0,0,0,0,0,0,3,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,2,100,6,0,1,0,0,0,0,0,0,0,2,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,1,100,1,11,1,0,0,0,0,0,0,0,1,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,9,100,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,10,100,1,11,1,0,0,0,0,0,0,0,11,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,9,100,3,0,1,0,0,0,0,0,0,0,9,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,10,100,4,0,1,0,0,0,0,0,0,0,9,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,24,100,6,0,1,0,0,0,0,0,0,0,11,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
246,9,100,2,0,1,0,0,0,0,0,0,0,9,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,25,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,11,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,9,100,9,0,1,0,0,0,0,0,0,0,9,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,3,100,8,0,1,0,0,0,0,0,0,0,3,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,24,100,8,0,1,0,0,0,0,0,0,0,10,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270,9,100,7,0,1,0,0,0,0,0,0,0,11,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
271,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2,100,2,12,1,0,0,0,0,0,0,0,11,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,25,100,2,0,1,0,0,0,0,0,0,0,1,100,2028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,17,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,17,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,17,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,18,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,17,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,19,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,17,101,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,17,101,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,17,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,18,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,19,101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,19,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,19,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,19,101,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,19,101,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,19,101,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,19,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,19,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,19,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,19,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,19,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,25,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,17,101,1,12,1,0,0,0,0,0,0,0,1,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,10,100,7,0,1,0,0,0,0,0,0,0,10,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
