// List of Teams and their ID's:
//16 => ID of Anchorage Wheelers
//19 => ID of Amarillo Armadillos
//18 => ID of State College Swift Steeds 
//17 => ID of Kingston Mounties
//
//FILE FORMAT:
//id, del, team_id, Team Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, Batter type, speed, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, lahman_id, bbref_id, bbrefminors_id, twitter_handle
//NOTE: Player and team names are purely cosmetic and will not be used when importing rosters from this file!
// Anchorage Wheelers, ID = 16
525,0,16,Anchorage Wheelers,Slothface,Joey,,4,1,4,2007,206,The United States,41955,Los Angeles,4,180,210,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118,104,116,104,1,1,5,5,1,100,84,59,8,3,75,50,100,25,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,6,550,.280,0,0,14,48,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1.0051,1,90,0,0,0,0,0,120,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
125,0,16,Anchorage Wheelers,Kekton,Jimothy,,20,9,9,1999,206,The United States,16651,California City,4,188,211,3,1,5,67,0,1,0,86,30,80,80,80,90,86,30,80,80,80,90,1,1,1,1,1,1,5,1,100,96,100,100,100,1,1,1,1,1,1,13,15,30,1,1,42,2,4,100,90,90,60,10,10,100,90,90,0,0,0,100,175,200,0,0,0,0,6,550,.237,7,1,12,40,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
395,0,16,Anchorage Wheelers,Abel,Alan,,27,12,3,2000,206,The United States,14083,Cleveland,4,180,160,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,92,84,92,1,1,5,5,1,114,80,51,10,3,75,50,100,25,1,9,1,1,1,200,0,0,0,0,0,0,0,0,0,6,550,.300,0,0,19,58,78,5,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1.0000,1,110,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
508,0,16,Anchorage Wheelers,Oudekerk,Thomas Trey,,46,21,11,2005,206,The United States,11957,Brownsburg,4,195,258,2,2,3,0,0,0,0,57,60,108,80,40,50,89,60,140,120,40,100,1,1,1,1,1,1,5,3,50,30,50,30,30,1,1,1,1,1,1,13,15,30,1,1,47,2,3,50,40,50,40,10,10,50,40,50,0,0,200,0,0,0,155,0,100,0,6,550,.227,16,1,26,60,175,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0750,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
495,0,16,Anchorage Wheelers,Goff,Jack,,69,9,5,2007,206,The United States,41955,Los Angeles,1,174,250,1,1,1,0,0,0,0,1,1,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,41,1,0,1,1,1,1,1,60,60,60,60,1,1,5,5,1,112,82,51,11,2,75,50,100,25,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,6,550,.310,0,0,21,90,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1.0000,36,120,60,0,0,0,60,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,.000,,,,,eol
370,0,16,Anchorage Wheelers,Frey,Justin,,15,28,10,2004,206,The United States,63014,Pasadena,4,189,210,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,60,80,60,80,1,1,5,5,1,120,80,51,10,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,6,550,.304,0,0,21,70,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.0000,1,120,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
449,0,16,Anchorage Wheelers,Gonzales,Steve,Speedy,11,21,4,2005,206,The United States,69896,San Diego,4,184,175,3,1,4,0,0,0,0,101,30,100,80,80,118,101,30,100,80,80,118,1,1,1,1,1,1,5,1,104,106,104,100,100,1,1,1,1,1,1,13,15,30,1,1,44,2,3,92,84,80,60,10,80,92,84,80,0,0,0,200,152,100,100,100,0,0,6,550,.266,7,1,16,40,125,5,690200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
44,0,16,Anchorage Wheelers,Westerkamp,Stuart,,43,20,2,2000,164,Scotland,22779,Edinburgh,4,177,180,1,1,2,143,21,1,0,88,40,40,60,80,100,85,40,40,60,72,100,1,1,1,1,1,1,5,0,70,70,70,70,70,1,1,1,1,1,1,13,15,30,1,1,43,2,4,50,60,80,40,110,80,50,60,80,0,200,150,0,103,0,0,0,0,0,6,550,.236,10,0,6,30,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
452,0,16,Anchorage Wheelers,Finch,Tyler,,8,18,8,1990,206,The United States,66478,Rochester,4,194,200,1,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,0,0,5,5,1,110,80,55,9,3,75,50,100,25,3,100,75,50,100,200,0,0,0,0,0,0,0,0,0,6,550,.297,0,0,17,50,72,5,883050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1.0000,1,84,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
450,0,16,Anchorage Wheelers,Beck,Ben,,9,14,6,2008,36,Canada,22795,Edmonton,1,195,220,2,1,3,0,0,0,0,93,60,100,80,92,92,92,60,100,80,92,90,1,1,1,1,1,1,5,0,50,30,50,30,30,1,1,1,1,1,1,13,15,30,1,1,44,2,3,50,40,50,40,10,50,50,40,50,0,0,200,100,150,0,0,0,0,0,6,550,.250,16,1,16,40,110,5,2304050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
