// List of Teams and their ID's:
//2 => ID of Outer Banks Aviators
//1 => ID of New York Voyagers
//3 => ID of Providence Crabs
//24 => ID of Florida Space Rangers
//9 => ID of San Antonio Sloths
//10 => ID of Death Valley Scorpions
//11 => ID of Vancouver Vandals
//25 => ID of Utah Railroaders
//
//FILE FORMAT:
//id, del, team_id, Team Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, Batter type, speed, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, lahman_id, bbref_id, bbrefminors_id, twitter_handle
//NOTE: Player and team names are purely cosmetic and will not be used when importing rosters from this file!
// Outer Banks Aviators, ID = 2
206,0,2,Outer Banks Aviators,McCormick,Kenny,,1,7,1,1997,206,The United States,11486,Breckenridge,4,172,150,3,1,6,1556,0,10,0,158,100,70,130,130,160,153,100,96,130,130,148,1,1,1,1,1,1,5,1,122,154,122,100,100,0,0,1,1,1,1,13,15,30,1,1,46,2,3,160,144,120,130,10,10,160,144,120,0,0,158,200,131,200,0,197,0,0,1,550,.319,25,3,14,80,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
264,0,2,Outer Banks Aviators,O'Sullivan,Steven,,90,2,1,1997,153,Ireland,19826,Dublin,4,179,165,2,2,2,1556,0,10,0,112,60,100,134,94,120,117,60,100,136,100,120,1,1,1,1,1,1,5,0,50,30,50,30,30,0,0,1,1,1,1,13,15,30,1,1,45,2,4,50,60,80,40,110,80,0,60,80,0,200,161,0,100,0,0,0,0,0,1,550,.281,16,1,16,86,101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,1,1.0250,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
360,0,2,Outer Banks Aviators,Keller,Barry,,5,16,4,2000,206,The United States,50536,Minneapolis,4,194,210,2,2,1,459,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,1,1,1,1,1,1,116,126,145,155,1,1,5,5,1,142,80,55,13,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,.243,0,0,13,30,130,5,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,.9581,1,144,122,0,0,0,0,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
336,0,2,Outer Banks Aviators,Windsor,JJ,,71,8,1,2003,206,The United States,20315,Detroit,4,186,186,1,2,1,555,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,142,142,152,150,1,1,5,5,1,40,98,59,13,1,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,.243,0,0,11,30,129,5,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1.0000,1,148,0,152,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
56,0,2,Outer Banks Aviators,Rose,Pete,,8,6,2,2000,206,The United States,53438,Novato,4,191,220,2,1,1,1268,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,130,120,140,120,1,1,5,5,1,30,80,51,20,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,.223,0,0,15,42,164,5,2956100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1.0002,1,160,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
77,0,2,Outer Banks Aviators,Thompson,Phillip,403,20,28,12,1999,206,The United States,13963,Clark,4,196,208,2,1,1,1412,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,180,170,180,170,1,1,5,5,1,140,130,55,2,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,.207,0,0,10,22,149,5,3934600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1.0000,1,0,0,0,0,0,0,0,0,180,150,0,180,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
362,0,2,Outer Banks Aviators,Boija,Catchy,,17,4,2,2004,206,The United States,79104,Tempe,1,186,180,2,1,3,411,0,2,0,77,44,80,66,80,74,95,44,102,66,80,102,1,1,1,1,1,1,5,0,70,70,70,70,70,1,1,1,1,1,1,21,15,30,1,1,46,2,3,124,100,100,80,10,10,124,100,100,0,0,197,200,168,70,0,0,0,0,1,550,.246,11,0,15,33,125,5,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
92,0,2,Outer Banks Aviators,Malatesta,Zack,,2,2,2,1999,36,Canada,51650,Montreal,4,186,170,1,1,9,839,0,5,0,95,60,80,80,90,100,72,30,80,60,60,76,1,1,1,1,1,1,5,0,130,100,130,100,100,1,4,1,4,1,4,13,15,30,1,1,48,2,3,158,100,70,60,10,10,158,100,70,0,0,0,0,4,0,198,200,200,0,1,550,.221,9,1,12,32,140,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
27,0,2,Outer Banks Aviators,Banks,Mookie,,9,25,12,2000,206,The United States,72528,Sedro-Woolley,4,205,230,1,2,1,1056,0,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,150,162,182,170,1,1,5,5,1,150,80,59,10,1,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,.221,0,0,9,22,157,5,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,.9987,1,0,0,138,0,80,0,0,0,166,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
20,0,2,Outer Banks Aviators,Benson,Billy,,10,20,4,1999,206,The United States,22522,East Providence,1,187,200,1,1,2,981,0,6,0,180,90,128,126,140,160,152,74,6,126,140,160,1,1,1,1,1,1,5,0,104,40,104,50,50,1,1,1,1,1,1,13,15,30,1,1,41,2,3,50,60,160,40,170,160,50,60,160,0,200,0,100,153,0,0,0,0,0,1,550,.322,19,2,5,76,68,5,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
